City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
penzance,50.1186,-5.5371,54.0,66,20,32.21,GB,2021-04-25 14:16:42
colares,38.7992,-9.4469,68.0,73,20,11.5,PT,2021-04-25 14:16:42
blythe,33.6103,-114.5964,68.0,26,1,6.91,US,2021-04-25 14:16:42
port hardy,50.6996,-127.4199,46.4,93,90,2.3,CA,2021-04-25 14:16:43
stolbishche,55.6468,49.216,44.6,53,40,20.13,RU,2021-04-25 14:16:43
aksu,41.1231,80.2644,66.43,18,8,8.28,CN,2021-04-25 14:16:43
havelock,34.8791,-76.9013,66.99,82,98,3.0,US,2021-04-25 14:16:43
acapulco,16.8634,-99.8901,78.8,65,75,1.72,MX,2021-04-25 14:12:14
camacha,33.0833,-16.3333,64.4,77,40,17.27,PT,2021-04-25 14:16:44
puerto ayacucho,5.6639,-67.6236,82.6,69,98,1.21,VE,2021-04-25 14:16:44
alyangula,-13.8483,136.4192,77.0,100,75,6.91,AU,2021-04-25 14:16:44
lukovetskiy,64.2956,41.9211,48.2,87,40,8.72,RU,2021-04-25 14:16:45
rapid valley,44.0625,-103.1463,45.0,75,1,18.41,US,2021-04-25 14:16:45
nizhnevartovsk,60.9344,76.5531,50.0,46,0,4.47,RU,2021-04-25 14:16:45
sisimiut,66.9395,-53.6735,40.89,60,85,3.49,GL,2021-04-25 14:16:45
port blair,11.6667,92.75,83.71,69,90,3.65,IN,2021-04-25 14:16:46
tautira,-17.7333,-149.15,75.2,83,75,3.44,PF,2021-04-25 14:16:46
athabasca,54.7169,-113.2854,30.2,68,15,3.44,CA,2021-04-25 14:16:46
wonthaggi,-38.6044,145.5913,53.01,92,64,12.03,AU,2021-04-25 14:16:47
ust-tsilma,65.441,52.1498,45.34,78,100,8.86,RU,2021-04-25 14:16:47
palafrugell,41.9174,3.1631,70.0,22,100,9.33,ES,2021-04-25 14:14:37
qui nhon,13.7667,109.2333,80.53,87,57,3.42,VN,2021-04-25 14:16:47
sokoni,-6.4333,39.55,86.0,74,20,12.66,TZ,2021-04-25 14:16:48
nishihara,26.1842,127.7558,69.8,82,20,6.91,JP,2021-04-25 14:12:04
katakwi,1.8911,33.9661,75.83,72,100,6.4,UG,2021-04-25 14:16:48
raga,8.4596,25.678,88.16,45,92,6.42,SS,2021-04-25 14:16:48
bayir,37.2687,28.2167,73.4,53,75,12.66,TR,2021-04-25 14:16:48
tam ky,15.5667,108.4833,82.4,89,20,4.61,VN,2021-04-25 14:16:49
caernarfon,53.1413,-4.2702,55.4,58,0,8.05,GB,2021-04-25 14:16:49
amuntai,-2.4177,115.2494,78.04,80,83,1.74,ID,2021-04-25 14:16:49
bongandanga,1.5,21.05,84.15,57,100,2.17,CD,2021-04-25 14:16:49
qasigiannguit,68.8193,-51.1922,48.2,43,40,26.46,GL,2021-04-25 14:11:50
verkhoyansk,67.5447,133.385,16.09,95,71,4.03,RU,2021-04-25 14:16:50
lalibela,12.0333,39.0333,67.3,47,96,8.7,ET,2021-04-25 14:16:50
samarai,-10.6167,150.6667,83.05,76,81,11.43,PG,2021-04-25 14:16:50
xunchang,28.4543,104.715,58.51,89,100,2.39,CN,2021-04-25 14:16:51
plettenberg bay,-34.0527,23.3716,74.34,57,100,2.98,ZA,2021-04-25 14:16:51
evensk,61.95,159.2333,23.74,95,100,8.68,RU,2021-04-25 14:16:51
tomatlan,19.9333,-105.25,74.55,55,100,0.36,MX,2021-04-25 14:16:51
inirida,3.8653,-67.9239,79.61,85,100,3.11,CO,2021-04-25 14:16:52
antofagasta,-23.65,-70.4,70.0,63,0,2.3,CL,2021-04-25 14:16:52
viedma,-40.8135,-62.9967,60.96,56,0,5.66,AR,2021-04-25 14:16:52
laguna,38.421,-121.4238,53.01,71,1,5.75,US,2021-04-25 14:16:29
pangnirtung,66.1451,-65.7125,36.05,83,100,1.48,CA,2021-04-25 14:16:53
potosi,-19.5836,-65.7531,42.24,49,46,5.68,BO,2021-04-25 14:15:32
dreznica,43.5289,17.2819,73.4,20,0,10.36,BA,2021-04-25 14:12:03
maniitsoq,65.4167,-52.9,40.35,72,33,3.13,GL,2021-04-25 14:16:53
srednekolymsk,67.45,153.6833,-1.23,98,20,6.15,RU,2021-04-25 14:12:15
rio gallegos,-51.6226,-69.2181,51.8,50,0,13.8,AR,2021-04-25 14:16:53
adana,36.985,35.2881,82.4,47,0,9.22,TR,2021-04-25 14:16:54
secaria,45.2833,25.6833,57.99,54,98,6.15,RO,2021-04-25 14:16:54
naryan-mar,67.6713,53.087,42.3,91,100,9.73,RU,2021-04-25 14:16:54
gallup,35.5281,-108.7426,53.6,28,1,13.8,US,2021-04-25 14:15:13
xihe,31.6864,113.4659,55.96,85,97,6.04,CN,2021-04-25 14:16:55
marienburg,54.0359,19.0266,45.0,58,86,11.74,PL,2021-04-25 14:16:55
salvador,13.8333,-88.9167,84.2,70,0,3.44,SV,2021-04-25 14:12:09
kaduqli,11.0167,29.7167,93.61,33,100,11.99,SD,2021-04-25 14:16:55
hualmay,-11.0964,-77.6139,68.34,81,65,6.44,PE,2021-04-25 14:16:56
thinadhoo,0.5333,72.9333,83.26,65,84,5.86,MV,2021-04-25 14:16:56
mount gambier,-37.8333,140.7667,46.4,93,4,3.2,AU,2021-04-25 14:16:56
oro valley,32.3909,-110.9665,69.01,26,4,1.99,US,2021-04-25 14:16:56
radzyn podlaski,51.7833,22.6167,51.01,40,0,6.91,PL,2021-04-25 14:13:58
vila franca do campo,37.7167,-25.4333,64.4,63,75,18.41,PT,2021-04-25 14:16:57
atessa,42.0693,14.4511,68.0,36,22,4.0,IT,2021-04-25 14:16:57
yulara,-25.2406,130.9889,60.8,39,0,5.75,AU,2021-04-25 14:16:57
atherton,53.5237,-2.4935,60.01,46,100,1.99,GB,2021-04-25 14:16:58
pachino,36.7186,15.0907,68.0,52,4,11.5,IT,2021-04-25 14:16:58
mongoumba,3.6415,18.5936,85.98,58,100,1.41,CF,2021-04-25 14:16:58
sitka,57.0531,-135.33,44.6,70,20,4.99,US,2021-04-25 14:16:58
gospic,44.5461,15.3747,69.8,30,0,10.36,HR,2021-04-25 14:16:59
okha,53.5739,142.9478,22.1,86,8,5.19,RU,2021-04-25 14:16:59
boksitogorsk,59.474,33.8485,37.99,87,100,5.99,RU,2021-04-25 14:16:59
tymovskoye,50.8456,142.655,25.3,90,70,1.01,RU,2021-04-25 14:10:51
severo-kurilsk,50.6789,156.125,31.73,96,100,8.41,RU,2021-04-25 14:17:00
hovd,48.0056,91.6419,33.78,24,99,10.31,MN,2021-04-25 14:17:00
birjand,32.8663,59.2211,84.2,9,75,11.5,IR,2021-04-25 14:17:00
nalut,30.3333,10.85,87.87,13,16,4.23,LY,2021-04-25 14:17:00
blackwater,-23.5833,148.8833,62.82,62,1,6.44,AU,2021-04-25 14:17:01
natal,-5.795,-35.2094,87.8,58,40,13.8,BR,2021-04-25 14:17:01
mugur-aksy,50.35,90.5,16.52,63,42,6.06,RU,2021-04-25 14:17:01
atar,20.5169,-13.0499,95.5,14,0,8.39,MR,2021-04-25 14:17:02
machado,-21.6747,-45.9197,73.4,49,0,1.88,BR,2021-04-25 14:17:02
codrington,-38.2667,141.9667,50.61,92,3,6.4,AU,2021-04-25 14:17:02
yermakovskoye,53.2831,92.4003,36.19,97,100,6.2,RU,2021-04-25 14:17:02
henties bay,-22.116,14.2845,66.0,83,1,8.99,NA,2021-04-25 14:17:03
dehloran,32.6941,47.2679,99.79,9,100,16.82,IR,2021-04-25 14:17:03
buala,-8.145,159.5921,80.35,81,29,1.97,SB,2021-04-25 14:17:03
pittsburg,38.028,-121.8847,53.01,74,100,1.99,US,2021-04-25 14:17:04
hervey bay,-25.2986,152.8535,64.0,82,0,3.0,AU,2021-04-25 14:17:04
arica,-18.475,-70.3042,68.0,60,0,2.3,CL,2021-04-25 14:17:04
taltal,-25.4,-70.4833,66.58,70,1,6.04,CL,2021-04-25 14:10:36
zhezkazgan,47.8043,67.7144,60.55,40,9,11.45,KZ,2021-04-25 14:17:05
asfi,32.2994,-9.2372,65.16,70,10,23.58,MA,2021-04-25 14:17:05
ruteng,-8.6136,120.4721,61.86,92,85,1.16,ID,2021-04-25 14:17:06
berlevag,70.8578,29.0864,32.0,64,40,14.97,NO,2021-04-25 14:17:06
kupang,-10.1667,123.5833,77.74,68,70,9.93,ID,2021-04-25 14:17:06
lagoa,39.05,-27.9833,59.14,78,25,14.92,PT,2021-04-25 14:17:06
glebychevo,60.4387,28.7183,37.0,97,100,11.95,RU,2021-04-25 14:17:07
susangerd,31.5608,48.1831,105.8,11,0,2.3,IR,2021-04-25 14:17:07
meadow lake,34.8014,-106.5436,55.0,26,20,0.67,US,2021-04-25 14:15:11
axim,4.8699,-2.2405,84.47,70,97,8.75,GH,2021-04-25 14:16:17
ketou,7.3633,2.5998,96.98,40,100,5.08,BJ,2021-04-25 14:17:08
kaabong,3.4836,34.1492,74.16,60,99,13.24,UG,2021-04-25 14:17:08
belaya gora,68.5333,146.4167,16.61,85,100,11.05,RU,2021-04-25 14:12:15
sembe,1.6481,14.5806,87.89,53,69,1.54,CG,2021-04-25 14:17:08
ngaoundere,7.3167,13.5833,80.11,53,82,5.59,CM,2021-04-25 14:17:09
san bartolome de tirajana,27.9248,-15.5733,73.4,56,40,18.41,ES,2021-04-25 14:17:09
grand gaube,-20.0064,57.6608,78.01,82,100,10.0,MU,2021-04-25 14:17:09
krasnyy luch,48.1395,38.9371,52.3,32,7,3.87,UA,2021-04-25 14:17:09
alta floresta,-9.8756,-56.0861,87.8,66,0,2.3,BR,2021-04-25 14:17:10
boquira,-12.8231,-42.7306,87.48,45,12,3.98,BR,2021-04-25 14:17:10
tessalit,20.1986,1.0114,103.1,4,0,4.12,ML,2021-04-25 14:17:10
rosetown,51.5501,-108.0014,35.6,38,100,8.05,CA,2021-04-25 14:17:10
aykhal,66.0,111.5,20.32,93,100,25.48,RU,2021-04-25 14:17:11
saint george,37.1041,-113.5841,64.99,27,1,8.05,US,2021-04-25 14:17:11
cardston,49.2,-113.3019,30.2,100,97,3.44,CA,2021-04-25 14:17:11
anadyr,64.75,177.4833,23.0,93,75,2.24,RU,2021-04-25 14:17:11
portage,41.1667,-81.1998,51.01,87,90,9.22,US,2021-04-25 14:17:12
koungheul,13.9833,-14.8,101.12,11,42,4.45,SN,2021-04-25 14:17:12
usinsk,65.9939,57.5281,43.83,74,100,11.45,RU,2021-04-25 14:11:34
kamien pomorski,53.9685,14.7726,46.99,29,0,16.11,PL,2021-04-25 14:17:13
prenzlau,53.3167,13.8667,51.01,41,98,4.0,DE,2021-04-25 14:17:13
fortuna,40.5982,-124.1573,46.0,93,90,8.05,US,2021-04-25 14:17:13
gambela,8.25,34.5833,86.07,52,100,5.82,ET,2021-04-25 14:17:13
kaitangata,-46.2817,169.8464,39.0,77,26,4.0,NZ,2021-04-25 14:17:14
gao,16.6362,1.637,107.4,3,37,8.81,ML,2021-04-25 14:17:14
tateyama,34.9833,139.8667,57.99,32,99,1.99,JP,2021-04-25 14:17:14
hobyo,5.3505,48.5268,85.82,60,72,11.18,SO,2021-04-25 14:17:14
kyabe,9.4515,18.9449,96.51,31,49,8.43,TD,2021-04-25 14:17:15
staryy nadym,65.6118,72.6842,33.03,99,100,10.16,RU,2021-04-25 14:17:15
capela do alto,-23.4706,-47.7347,73.65,55,100,2.98,BR,2021-04-25 14:17:15
lod,31.9514,34.8953,82.4,39,0,8.05,IL,2021-04-25 14:17:15
shakawe,-18.3667,21.85,88.27,16,38,1.19,BW,2021-04-25 14:17:16
batsfjord,70.6345,29.7185,32.0,64,40,14.97,NO,2021-04-25 14:17:16
bhagalpur,25.25,87.0,95.83,11,4,5.73,IN,2021-04-25 14:17:16
poum,-20.2333,164.0167,77.41,80,100,16.35,NC,2021-04-25 14:17:17
sambava,-14.2667,50.1667,76.08,88,100,7.4,MG,2021-04-25 14:17:17
svobodnyy,51.4,128.1333,44.31,36,43,6.98,RU,2021-04-25 14:17:17
bambanglipuro,-7.95,110.2833,77.18,85,99,4.09,ID,2021-04-25 14:17:17
toktogul,41.8708,72.9402,57.94,61,97,2.98,KG,2021-04-25 14:17:10
necochea,-38.5473,-58.7368,63.0,76,100,5.99,AR,2021-04-25 14:17:18
bonnyville,54.2668,-110.735,28.4,59,20,4.61,CA,2021-04-25 14:17:18
vostok,46.4856,135.8833,24.04,52,6,4.03,RU,2021-04-25 14:17:18
syamzha,60.0158,41.0614,41.85,94,100,5.57,RU,2021-04-25 14:17:19
marsa matruh,31.3525,27.2453,69.8,68,0,23.02,EG,2021-04-25 14:17:19
tual,-5.6667,132.75,84.36,63,100,9.6,ID,2021-04-25 14:17:19
tilichiki,60.4667,166.1,26.76,97,100,2.48,RU,2021-04-25 14:17:19
gola bazar,26.3431,83.3553,89.78,8,98,7.94,IN,2021-04-25 14:17:20
high level,58.5169,-117.136,28.4,69,90,4.61,CA,2021-04-25 14:17:20
praya,14.9215,-23.5087,78.8,53,75,20.71,CV,2021-04-25 14:15:49
boyolangu,-8.1181,111.8935,75.42,90,14,1.14,ID,2021-04-25 14:17:20
luau,-10.7073,22.2247,77.81,61,33,6.4,AO,2021-04-25 14:17:21
puerto penasco,31.3167,-113.5333,64.99,56,0,5.01,MX,2021-04-25 14:17:21
kloulklubed,7.0419,134.2556,82.4,83,90,10.36,PW,2021-04-25 14:17:21
mao,39.8885,4.2658,66.2,63,0,21.85,ES,2021-04-25 14:17:21
morondava,-20.2833,44.2833,82.71,63,9,8.12,MG,2021-04-25 14:17:22
kabare,-2.4683,28.8242,65.88,94,100,3.15,CD,2021-04-25 14:17:22
kavaratti,10.5669,72.642,84.7,71,10,10.6,IN,2021-04-25 14:17:22
la palma,33.8464,-118.0467,57.99,82,90,6.46,US,2021-04-25 14:17:23
sao marcos,-28.9711,-51.0681,62.01,91,100,3.15,BR,2021-04-25 14:17:23
muros,42.7762,-9.0603,64.99,76,100,5.01,ES,2021-04-25 14:17:23
kimberley,-28.7323,24.7623,82.4,16,0,3.44,ZA,2021-04-25 14:15:11
loikaw,19.6742,97.2094,76.95,65,55,0.78,MM,2021-04-25 14:17:24
roebourne,-20.7833,117.1333,79.29,61,0,2.44,AU,2021-04-25 14:17:24
haapiti,-17.5667,-149.8667,75.2,83,75,3.44,PF,2021-04-25 14:17:24
kudahuvadhoo,2.6708,72.8944,83.68,67,61,7.7,MV,2021-04-25 14:17:24
ciudad bolivar,8.1222,-63.5497,82.15,63,91,11.45,VE,2021-04-25 14:17:25
quatre cocos,-20.2078,57.7625,78.8,78,75,13.8,MU,2021-04-25 14:17:25
talnakh,69.4865,88.3972,4.78,96,46,5.1,RU,2021-04-25 14:17:25
matagami,49.7502,-77.6328,24.8,100,90,10.36,CA,2021-04-25 14:17:25
point pleasant,40.0832,-74.0682,52.0,93,90,12.66,US,2021-04-25 14:17:26
micheweni,-4.9667,39.8333,81.45,82,73,8.79,TZ,2021-04-25 14:17:26
yasnyy,51.0333,59.8742,53.62,46,100,14.94,RU,2021-04-25 14:17:26
jalu,29.0331,21.5482,79.93,33,0,19.91,LY,2021-04-25 14:17:27
changping,40.2186,116.2197,61.0,63,0,4.47,CN,2021-04-25 14:17:27
dicabisagan,17.0818,122.4157,76.19,81,82,8.23,PH,2021-04-25 14:17:27
cockburn town,21.4612,-71.1419,79.09,73,88,17.2,TC,2021-04-25 14:17:27
christchurch,-43.5333,172.6333,45.0,100,93,4.61,NZ,2021-04-25 14:17:28
kayerkan,69.3497,87.7602,4.33,99,96,2.46,RU,2021-04-25 14:17:28
horodkivka,49.9068,28.9847,43.57,86,100,9.93,UA,2021-04-25 14:17:28
lloydminster,53.2835,-110.0016,30.2,59,90,2.3,CA,2021-04-25 14:17:28
haines junction,60.7522,-137.5108,19.4,93,5,1.14,CA,2021-04-25 14:17:29
pundaguitan,6.3711,126.1689,83.77,74,29,4.85,PH,2021-04-25 14:12:12
atasu,48.6814,71.6433,55.02,36,0,7.27,KZ,2021-04-25 14:17:29
funtua,11.5233,7.3081,95.36,24,100,10.11,NG,2021-04-25 14:17:29
mattru,7.6244,-11.8332,99.16,36,62,1.68,SL,2021-04-25 14:17:30
lakes entrance,-37.8811,147.981,48.99,92,75,9.78,AU,2021-04-25 14:17:30
mahanoro,-19.9,48.8,75.67,87,99,3.51,MG,2021-04-25 14:17:30
madimba,-10.4,40.3333,80.6,89,75,9.22,TZ,2021-04-25 14:17:30
yima,34.7381,111.8839,51.33,90,100,1.21,CN,2021-04-25 14:17:31
orebro,59.2741,15.2066,44.6,31,75,13.8,SE,2021-04-25 14:17:31
puerto madryn,-42.7692,-65.0385,60.3,55,14,20.04,AR,2021-04-25 14:15:56
hay river,60.8156,-115.7999,8.6,85,100,4.61,CA,2021-04-25 14:15:14
brisbane,-27.4679,153.0281,62.01,94,0,5.75,AU,2021-04-25 14:17:01
sorong,-0.8833,131.25,79.3,85,100,7.7,ID,2021-04-25 14:17:32
lazaro cardenas,17.9583,-102.2,77.47,67,100,3.74,MX,2021-04-25 14:17:32
monrovia,6.3005,-10.7969,83.25,75,100,6.02,LR,2021-04-25 14:17:32
esso,55.9333,158.7,23.5,96,100,4.47,RU,2021-04-25 14:17:32
petropavlovsk-kamchatskiy,53.0452,158.6483,35.6,93,75,2.24,RU,2021-04-25 14:13:25
canatlan,24.5167,-104.7833,59.0,35,1,3.13,MX,2021-04-25 14:17:33
utiel,39.5667,-1.2,69.01,55,100,1.99,ES,2021-04-25 14:17:33
sete,43.4018,3.6966,62.6,67,100,5.75,FR,2021-04-25 14:17:33
xinxiang,35.3089,113.8672,54.9,75,100,4.7,CN,2021-04-25 14:17:33
san borja,-14.8167,-66.85,68.31,97,100,8.14,BO,2021-04-25 14:17:34
caborca,30.5838,-111.101,67.71,22,3,4.9,MX,2021-04-25 14:17:34
kristiinankaupunki,62.2743,21.376,35.01,77,100,18.79,FI,2021-04-25 14:17:34
saint-augustin,51.226,-58.6502,42.39,56,16,15.08,CA,2021-04-25 14:17:35
mokolo,10.7398,13.8019,104.0,22,0,5.75,CM,2021-04-25 14:17:35
harper,4.375,-7.7169,85.51,66,100,6.55,LR,2021-04-25 14:17:35
vila velha,-20.3297,-40.2925,86.0,62,40,10.36,BR,2021-04-25 14:17:36
te anau,-45.4167,167.7167,38.77,96,72,4.94,NZ,2021-04-25 14:17:36
ler,8.3018,30.1418,91.74,39,94,6.76,SS,2021-04-25 14:17:36
levelland,33.5873,-102.378,62.01,51,20,21.85,US,2021-04-25 14:17:36
himatnagar,23.6,72.95,100.4,11,0,5.12,IN,2021-04-25 14:17:37
jos,9.9167,8.9,87.8,37,40,6.91,NG,2021-04-25 14:17:37
adelaide,-34.9333,138.6,55.99,87,20,3.44,AU,2021-04-25 14:17:37
mehran,33.1222,46.1646,84.2,16,75,6.91,IR,2021-04-25 14:17:37
siocon,7.7061,122.1353,79.48,86,36,3.78,PH,2021-04-25 14:17:38
itoman,26.1247,127.6694,68.0,77,20,8.05,JP,2021-04-25 14:17:38
trairi,-3.2778,-39.2689,84.58,69,72,9.33,BR,2021-04-25 14:17:38
menongue,-14.6585,17.691,83.16,24,87,4.83,AO,2021-04-25 14:17:39
bria,6.5423,21.9863,78.31,75,100,7.31,CF,2021-04-25 14:13:06
victoria point,-27.5833,153.3,63.0,80,21,6.13,AU,2021-04-25 14:17:39
amalapuram,16.5833,82.0167,89.6,62,20,6.91,IN,2021-04-25 14:17:39
cherskiy,68.75,161.3,1.89,97,97,4.63,RU,2021-04-25 14:17:39
daru,-9.0763,143.2092,78.51,87,100,3.27,PG,2021-04-25 14:17:40
coquimbo,-29.9533,-71.3436,59.0,77,75,2.3,CL,2021-04-25 14:17:40
santa isabel do rio negro,-0.4139,-65.0192,86.72,61,81,5.66,BR,2021-04-25 14:17:40
amapa,1.0,-52.0,78.62,93,98,3.18,BR,2021-04-25 14:13:13
lyndon,38.2567,-85.6016,53.6,76,90,6.91,US,2021-04-25 14:17:41
almaznyy,48.0448,40.045,57.2,26,0,2.24,RU,2021-04-25 14:17:41
sterling,39.0062,-77.4286,55.4,76,75,12.66,US,2021-04-25 14:17:41
